swift_code,bic8,bank_name,address,town_name,country_iso2,country_name,is_headquarter
BSMLPLP1XXX,BSMLPLP1,BANK SPOLDZIELCZY W MLAWIE,"UL.SADOWA 3  MLAWA, MAZOWIECKIE, 06-500",MLAWA,PL,POLAND,1
BSPIPLP1XXX,BSPIPLP1,BANK SPOLDZIELCZY W PIONKACH,"PLAC KONSTYTUCJI MAJA 3, 4  PIONKI, MAZOWIECKIE, 26-670",PIONKI,PL,POLAND,1
BSRAPLP1XXX,BSRAPLP1,BANK SPOLDZIELCZY W RACIAZU,"UL.MLAWSKA 20A  RACIAZ, POWIAT PLONSKI, 09-140",RACIAZ,PL,POLAND,1
BSRLPLP1XXX,BSRLPLP1,BANK SPOLDZIELCZY RZEMIOSLA W LODZI,"UL.MONIUSZKI 6  LODZ, LODZKIE, 90-111",LODZ,PL,POLAND,1
BSSOPLP1XXX,BSSOPLP1,BANK SPOLDZIELCZY W SOKOLACH,"UL.GEN.WL.SIKORSKIEGO 12 SOKOLY, POWIAT WYSOKOMAZOWIECKI 18-218",SOKOLY,PL,POLAND,1
BSSTPLP1XXX,BSSTPLP1,BANK SPOLDZIELCZY W STRZYZOWIE,"UL.WYZWOLENIA 6  STRZEGOWO, MAZOWIECKIE, 06-445",STRZEGOWO,PL,POLAND,1
BSTRPLP1XXX,BSTRPLP1,BANK SPOLDZIELCZY W TERESINIE,"UL.SZYMANOWSKA 14  TERESIN, MAZOWIECKIE, 96-515",TERESIN,PL,POLAND,1
BSWPPLP1XXX,BSWPPLP1,BANK SPOLDZIELCZY 'WSPOLNA PRACA' W KUTNIE,"UL.BARLICKIEGO 33  KUTNO, LODZKIE, 99-300",KUTNO,PL,POLAND,1
BSWRPLP1XXX,BSWRPLP1,BANK SPOLDZIELCZY W WARCE,"WARSZAWSKA 5  WARKA, MAZOWIECKIE, 05-660",WARKA,PL,POLAND,1
BSZLPLP1XXX,BSZLPLP1,BANK SPOLDZIELCZY ZIEMI LOWICKIEJ W LOWICZU,"STARY RYNEK 18  LOWICZ, LODZKIE, 99-400",LOWICZ,PL,POLAND,1
BUINBGSFXXX,BUINBGSF,ALLIANZ BANK BULGARIA AD,"SREBARNA 16 PARK LANE OFFICE CENTER, FLOOR 6 SOFIA, SOFIA, 1407",SOFIA,BG,BULGARIA,1
BUIVBG21XXX,BUIVBG21,BULEX INVEST PLC,"PETAR PARCHEVICH 9  VARNA, VARNA, 9000",VARNA,BG,BULGARIA,1
CAIXPLPWXXX,CAIXPLPW,"CAIXABANK, S.A. (SPOLKA AKCYJNA) ODDZIAL W POLSCE","UL. PROSTA 51  WARSZAWA, MAZOWIECKIE, 00-838",WARSZAWA,PL,POLAND,1
CAMCCLR1XXX,CAMCCLR1,CASA DE MONEDA DE CHILE,,SANTIAGO,CL,CHILE,1
CBARAWAWXXX,CBARAWAW,CENTRALE BANK VAN ARUBA,J.E. IRAUSQUIN 8  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST,ORANJESTAD,AW,ARUBA,1
CBBRLV22XXX,CBBRLV22,BLUOR BANK AS,"SMILSU IELA 6  RIGA, RIGA, LV-1050",RIGA,LV,LATVIA,1
CBCUUYMFXXX,CBCUUYMF,BANCO CENTRAL DEL URUGUAY,"FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,UY,URUGUAY,1
CBCUUYMMFGD,CBCUUYMM,BANCO CENTRAL DEL URUGUAY,"  MONTEVIDEO, MONTEVIDEO",MONTEVIDEO,UY,URUGUAY,
CBCUUYMMXXX,CBCUUYMM,BANCO CENTRAL DEL URUGUAY,"FLORIDA PAYSANDU MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,UY,URUGUAY,1
CBOPPLP1XXX,CBOPPLP1,BANK POLSKA KASA OPIEKI S.A.,"WOLOSKA 18  WARSZAWA, MAZOWIECKIE, 02-675",WARSZAWA,PL,POLAND,1
CBSCCLR1XXX,CBSCCLR1,SCOTIA AZUL CORREDORES DE BOLSA LIMITADA,,SANTIAGO,CL,CHILE,1
CCBPMCM1XXX,CCBPMCM1,BANQUE POPULAIRE MEDITERRANEE,"SPORTING D'HIVER PLACE DU CASINO MONACO, MONACO, 98000",MONACO,MC,MONACO,1
CCOACLR1XXX,CCOACLR1,BTG PACTUAL CHILE S.A. CORREDORES DE BOLSA,,SANTIAGO,CL,CHILE,1
CDISALTRXXX,CDISALTR,CREDINS BANK S.A.,"VASO PASHA 8  TIRANA, TIRANA, 1019",TIRANA,AL,ALBANIA,1
CECBBGSFXXX,CECBBGSF,CENTRAL COOPERATIVE BANK PLC,"TSARIGRADSKO SHOSE BLVD 87  SOFIA, SOFIA, 1113",SOFIA,BG,BULGARIA,1
CEDPBGSFXXX,CEDPBGSF,CENTRAL DEPOSITORY AD,"TRI USHI STREET 6  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
CELFCLR1XXX,CELFCLR1,BTG PACTUAL CHILE SA CORREDORES DE BOLSA,,SANTIAGO,CL,CHILE,1
CESDMTM1XXX,CESDMTM1,"CENTRAL SECURITIES DEPOSITORY, THE","27 PIETRO FLORIANI STREET  FLORIANA, IL-FURJANA, FRN 1060",FLORIANA,MT,MALTA,1
CFACUYMMXXX,CFACUYMM,BANDES URUGUAY S.A.,"ZABALA 1338  MONTEVIDEO, MONTEVIDEO, 11200",MONTEVIDEO,UY,URUGUAY,1
CFCOUYM1XXX,CFCOUYM1,CENTRO FINANCIERO COOPERATIVO,"SARANDI 402  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,UY,URUGUAY,1
CFMOMCMXXXX,CFMOMCMX,CFM INDOSUEZ WEALTH,"11 BOULEVARD ALBERT IER  MONACO, MONACO, 98012",MONACO,MC,MONACO,1
CFPCCLR1XXX,CFPCCLR1,CORPORACION FOMENTO DE LA PRODUCCION,,SANTIAGO,CL,CHILE,1
CHASCLRMXXX,CHASCLRM,"JPMORGAN CHASE BANK, N.A., SANTIAGO BRANCH","AV. APOQUINDO 2827, FLOOR 13 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 7590956",SANTIAGO,CL,CHILE,1
CISRMTM1XXX,CISRMTM1,W AND J COPPINI INVESTMENT SERVICES LIMITED,"FLOOR 1 58 MERCHANTS STREET VALLETTA, VALLETTA, VLT 1173",VALLETTA,MT,MALTA,1
CITIBGSFTRD,CITIBGSF,"CITIBANK EUROPE PLC, BULGARIA BRANCH","SITNYAKOVO BLVD 48 SERDIKA OFFICES, FLOOR 10 SOFIA, SOFIA, 1505",SOFIA,BG,BULGARIA,
CITIBGSFXXX,CITIBGSF,"CITIBANK EUROPE PLC, BULGARIA BRANCH","SITNYAKOVO BLVD 48 SERDIKA OFFICES, FLOOR 10 SOFIA, SOFIA, 1505",SOFIA,BG,BULGARIA,1
CITIPLPXXXX,CITIPLPX,BANK HANDLOWY W WARSZAWIE SA,"SENATORSKA 16  WARSZAWA, MAZOWIECKIE, 00-923",WARSZAWA,PL,POLAND,1
CITIUYMMCOL,CITIUYMM,CITIBANK N.A. URUGUAY,"  COLONIA, COLONIA",COLONIA,UY,URUGUAY,
CITIUYMMPDE,CITIUYMM,CITIBANK N.A. URUGUAY,"  PUNTA DEL ESTE, MALDONADO, 20000",PUNTA DEL ESTE,UY,URUGUAY,
CITIUYMMXXX,CITIUYMM,CITIBANK N.A. URUGUAY,"CERRITO 455 CIUDAD VIEJA MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,UY,URUGUAY,1
CJNOUYM1XXX,CJNOUYM1,CAJA NOTARIAL DE JUBILACIONES Y PENSIONES,"18 DE JULIO 1730 FLOOR 10 MONTEVIDEO, MONTEVIDEO, 11200",MONTEVIDEO,UY,URUGUAY,1
CJPBUYM1XXX,CJPBUYM1,CAJA DE JUBILACIONES Y PENSIONES BANCARIAS,"CIRCUNVALACION DURANGO 314  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,UY,URUGUAY,1
CJPPUYM1XXX,CJPPUYM1,CAJA DE PROFESIONALES UNIVERSITARIOS,"ANDES 1521  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,UY,URUGUAY,1
CLSMMCM1XXX,CLSMMCM1,CAPITALIA LUXEMBOURG S.A.,"LES VILLAS DEL SOLE 47-49 BOULEVARD D'ITALIE MONACO, MONACO, 98007",MONACO,MC,MONACO,1
CMBAAWAXXXX,CMBAAWAX,CARIBBEAN MERCANTILE BANK N.V.,"KAYA GILBERTO FRANCOIS CROES 53 ORANJESTAD, ORANJESTAD-WEST AND ORANJESTAD-EAST",ORANJESTAD,AW,ARUBA,1
CMBMMCMXXXX,CMBMMCMX,CMB MONACO,"17 AVENUE DES SPELUGUES  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
CMCIMCM1LYB,CMCIMCM1,CM-CIC MONACO,"26 BOULEVARD PRINCESSE CHARLOTTE  MONACO, MONACO, 98000",MONACO,MC,MONACO,
CMCIMCM1XXX,CMCIMCM1,CM-CIC MONACO,"RUE GRIMALDI  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
CMMDMCM1XXX,CMMDMCM1,CREDIT MOBILIER DE MONACO,"15 AVENUE DE GRANDE BRETAGNE  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
CNCCCLR1XXX,CNCCCLR1,CORPORACION NACIONAL DEL COBRE DE CHILE,,SANTIAGO,CL,CHILE,1
CNCOCLR1XXX,CNCOCLR1,CONSORCIO CORREDORES DE BOLSA S.A.,"EL BOSQUE SUR 130, FLOOR 13 EDIFICIO CONSORCIO - SANTIAGO PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CL,CHILE,1
COMEUYMMALL,COMEUYMM,SCOTIABANK URUGUAY S.A.,"  MONTEVIDEO, MONTEVIDEO",MONTEVIDEO,UY,URUGUAY,
COMEUYMMXXX,COMEUYMM,SCOTIABANK URUGUAY S.A.,"MISIONES 1399  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,UY,URUGUAY,1
CONBCLRMXXX,CONBCLRM,BANCO ITAU CHILE,"PRESIDENTE RIESCO 5537, FLOOR 7 EDIFICIO NUEVA LAS CONDES, LAS SANTIAGO, PROVINCIA DE SANTIAGO",SANTIAGO,CL,CHILE,1
COPAUYM1XXX,COPAUYM1,COPAB,"DIAGONAL FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,UY,URUGUAY,1
COPXMTMTXXX,COPXMTMT,W AND J COPPINI AND CO,"144 TOWER ROAD  SLIEMA, SLIEMA, SLM 1604",SLIEMA,MT,MALTA,1
CRBAALTRXXX,CRBAALTR,BANKA OTP ALBANIA SH.A,"  TIRANA, TIRANA",TIRANA,AL,ALBANIA,1
CREDCLRMXXX,CREDCLRM,BANCO DE CREDITO E INVERSIONES,,SANTIAGO,CL,CHILE,1
CREXBGSFXXX,CREXBGSF,TOKUDA BANK AD,"GEORG WASHINGTON 21  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
CRFVMTM1XXX,CRFVMTM1,CRYSTAL FINANCE INVESTMENTS LTD.,"6 FREEDOM SQUARE  VALLETTA, VALLETTA, VLT 1060",VALLETTA,MT,MALTA,1
CRLYMCM1BAS,CRLYMCM1,LCL (LE CREDIT LYONNAIS) MONACO,"21 AVENUE DES BEAUX ARTS  MONACO, MONACO, 98000",MONACO,MC,MONACO,
CRLYMCM1CAE,CRLYMCM1,LCL (LE CREDIT LYONNAIS) MONACO,"1 AVENUE DES CITRONNIERS  MONACO, MONACO, 98000",MONACO,MC,MONACO,
CRLYMCM1FVI,CRLYMCM1,LCL (LE CREDIT LYONNAIS) MONACO,"13 AVENUE DU PRINCE HEREDITAIRE  MONACO, MONACO, 98000",MONACO,MC,MONACO,
CRLYMCM1LCM,CRLYMCM1,LCL (LE CREDIT LYONNAIS) MONACO,"7 AVENUE PRINCE PIERRE  MONACO, MONACO, 98000",MONACO,MC,MONACO,
CRLYMCM1LMO,CRLYMCM1,LCL (LE CREDIT LYONNAIS) MONACO,"PLACE DES MOULINS  MONACO, MONACO, 98000",MONACO,MC,MONACO,
CRLYMCM1MCA,CRLYMCM1,LCL (LE CREDIT LYONNAIS) MONACO,"2 AVENUE PRINCESSE ALICE  MONACO, MONACO, 98000",MONACO,MC,MONACO,
CRLYMCM1XXX,CRLYMCM1,LCL (LE CREDIT LYONNAIS) MONACO,"1 AVENUE DES CITRONNIERS  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
CRRBCLR1XXX,CRRBCLR1,ITAU CORPBANCA CORREDORES DE BOLSA S.A.,,SANTIAGO,CL,CHILE,1
CRSGMCM1XXX,CRSGMCM1,CREDIT SUISSE ASSET MANAGEMENT,"  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
CSSNPLP1XXX,CSSNPLP1,CASPAR ASSET MANAGEMENT SPOLKA AKCYJNA,"SZKOLNA 5/13  POZNAN, WIELKOPOLSKIE, 61-832",POZNAN,PL,POLAND,1
CTBEMTM1XXX,CTBEMTM1,COMMBANK EUROPE LTD,"FLOOR 3, STRAND TOWERS 36 THE STRAND SLIEMA, SLIEMA, SLM 1022",SLIEMA,MT,MALTA,1
CTBSPLP1XXX,CTBSPLP1,CTBS S.A.,"CHLODNA 64  WARSZAWA, MAZOWIECKIE, 00-872",WARSZAWA,PL,POLAND,1
CUIMPLP1XXX,CUIMPLP1,AVIVA INVESTORS POLAND SPOLKA AKCYJNA W LIKWIDACJI,"UL. PROSTA 70  WARSZAWA, MAZOWIECKIE, 00-838",WARSZAWA,PL,POLAND,1
CULMPLP1XXX,CULMPLP1,WSCHODNI BANK SPOLDZIELCZY W CHELMIE,"UL. DWORCOWA 5  CHELMNO, KUJAWSKO-POMORSKIE, 86-200",CHELMNO,PL,POLAND,1
CURPMTM1XXX,CURPMTM1,CURMI AND PARTNERS LIMITED,"FINANCE HOUSE PRINCESS ELIZABETH STR TA'XBIEX, TA'XBIEX, XBX 1102",TA'XBIEX,MT,MALTA,1
DABAPLPWXXX,DABAPLPW,DANSKE BANK A/S S.A. ODZIAL W POLSCE,"WSPOLNA 70  WARSZAWA, MAZOWIECKIE, 00-687",WARSZAWA,PL,POLAND,1
DBINMTM1XXX,DBINMTM1,D.B.R. INVESTMENTS LIMITED,"DEBER NIGRET ROAD  ZURRIEQ, ZURRIEQ, ZRQ 3172",ZURRIEQ,MT,MALTA,1
DCVVCLRMXXX,DCVVCLRM,DEPOSITO CENTRAL DE VALORES S.A. DEPOSITO DE VALORES,,SANTIAGO,CL,CHILE,1
DDPPPLP1XXX,DDPPPLP1,DORADZTWO DLA POLSKICH PRZEDSIEBIORSTW SECURITIES S.A.,"LOK. 313 PL. DABROWSKIEGO 1 WARSZAWA, MAZOWIECKIE, 00-057",WARSZAWA,PL,POLAND,1
DECVUYM1XXX,DECVUYM1,DEPOSITARIO CENTRAL DE VALORES,"DIAGONAL FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,UY,URUGUAY,1
DEMIBGSFXXX,DEMIBGSF,D COMMERCE BANK AD,"GENERAL TOTLEBEN BLVD 8  SOFIA, SOFIA, 1606",SOFIA,BG,BULGARIA,1
DEUTPLPXXXX,DEUTPLPX,DEUTSCHE BANK POLSKA S.A.,"FOCUS BUILDING AL. ARMII LUDOWEJ 26 WARSZAWA, MAZOWIECKIE, 00-609",WARSZAWA,PL,POLAND,1
DEUTUYM1XXX,DEUTUYM1,DEUTSCHE BANK (URUGUAY) SOCIEDAD ANONIMA INSTITUCION FINANCIERA EXTERNA,"AVDA. LUIS DE HERRERA 1248 OF. 1902 MONTEVIDEO, MONTEVIDEO, 11300",MONTEVIDEO,UY,URUGUAY,1
DIBRPLP1XXX,DIBRPLP1,MBANK SPOLKA AKCYJNA,"WSPOLNA STREET 47/49  WARSZAWA, MAZOWIECKIE, 00-684",WARSZAWA,PL,POLAND,1
DMAFPLP1XXX,DMAFPLP1,DOM MAKLERSKI AFS SP. Z O.O.,"PANSKA CORNER PANSKA 73 WARSZAWA, MAZOWIECKIE, 00-834",WARSZAWA,PL,POLAND,1
DMOSPLP1XXX,DMOSPLP1,DOM MAKLERSKI BANKU OCHRONY SRODOWISKA SA,"MARSZALKOWSKA 78/80  WARSZAWA, MAZOWIECKIE, 00-517",WARSZAWA,PL,POLAND,1
DMPNPLP1XXX,DMPNPLP1,NOBLE SECURITIES SPOLKA AKCYJNA,"SZPITALNA 40  KRAKOW, MALOPOLSKIE, 31-024",KRAKOW,PL,POLAND,1
DMTBPLP1XXX,DMTBPLP1,DOM MAKLERSKI TMS BROKERS S.A.,"MILLENNIUM PLAZA AL.JEROZOLIMSKIE 123 A WARSZAWA, MAZOWIECKIE, 02-017",WARSZAWA,PL,POLAND,1
DOINPLP1XXX,DOINPLP1,DOM INWESTYCYJNY NEHREBETIUS S.A.,"RETORYKA 7  KRAKOW, MALOPOLSKIE, 31-108",KRAKOW,PL,POLAND,1
DOMDPLP1XXX,DOMDPLP1,IDM SPOLKA AKCYJNA W UPADLOSCI UKLADOWEJ,"MAWY RYNEK 7  KRAKOW, MALOPOLSKIE, 31-041",KRAKOW,PL,POLAND,1
DOMHPLP1XXX,DOMHPLP1,DOM MAKLERSKI BANKU HANDLOWEGO SPOWKA AKCYJNA,"UL. CHALUBINSKIEGO 8  WARSZAWA, MAZOWIECKIE, 00-613",WARSZAWA,PL,POLAND,1
DOMKPLP1XXX,DOMKPLP1,BANK POLSKA KASA OPIEKI S.A.,"WOLOSKA 18  WARSZAWA, MAZOWIECKIE, 02-675",WARSZAWA,PL,POLAND,1
DOMNPLP1XXX,DOMNPLP1,DOM MAKLERSKI NAVIGATOR SA,"KOSZYKOWA 54  WARSZAWA, MAZOWIECKIE, 00-675",WARSZAWA,PL,POLAND,1
DOMPPLP1XXX,DOMPPLP1,DOM MAKLERSKI PENETRATOR SA,"GREY HOUSE RYNEK GLOWNY 6 KRAKOW, MALOPOLSKIE, 31-042",KRAKOW,PL,POLAND,1
DOMSPLP1XXX,DOMSPLP1,DOM MAKLERSKI BANKU BPS S.A.,"PLOCKA 9/11B  WARSZAWA, MAZOWIECKIE, 01-231",WARSZAWA,PL,POLAND,1
DSCBCLR1XXX,DSCBCLR1,DEUTSCHE SECURITIES SPA,"AVENIDA EL BOSQUE SUR 130, FLOOR 5 CONSORCIO - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CL,CHILE,1
DZLKPLP1XXX,DZLKPLP1,BANK SPOLDZIELCZY W DZIALDOWIE Z/S W LIDZBARKU,"NOWY RYNEK 18  - LIDZBARK, POWIAT DZIALDOWSKI, 13-230 ",LIDZBARK,PL,POLAND,1
EBOSPLPW005,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  CZESTOCHOWA, SLASKIE",CZESTOCHOWA,PL,POLAND,
EBOSPLPW017,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,PL,POLAND,
EBOSPLPW018,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  BYDGOSZCZ, KUJAWSKO-POMORSKIE",BYDGOSZCZ,PL,POLAND,
EBOSPLPW021,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  WROCLAW, DOLNOSLASKIE",WROCLAW,PL,POLAND,
EBOSPLPW034,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  KOSZALIN, ZACHODNIOPOMORSKIE",KOSZALIN,PL,POLAND,
EBOSPLPW047,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  POZNAN, WIELKOPOLSKIE",POZNAN,PL,POLAND,
EBOSPLPW050,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  WLOCLAWEK, KUJAWSKO-POMORSKIE",WLOCLAWEK,PL,POLAND,
EBOSPLPW063,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  OLSZTYN, WARMINSKO-MAZURSKIE",OLSZTYN,PL,POLAND,
EBOSPLPW076,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  SZCZECIN, ZACHODNIOPOMORSKIE",SZCZECIN,PL,POLAND,
EBOSPLPW089,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  GDANSK, POMORSKIE",GDANSK,PL,POLAND,
EBOSPLPW102,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,PL,POLAND,
EBOSPLPW106,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  KRAKOW, MALOPOLSKIE",KRAKOW,PL,POLAND,
EBOSPLPW119,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  KATOWICE, SLASKIE",KATOWICE,PL,POLAND,
EBOSPLPW122,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  RZESZOW, PODKARPACKIE",RZESZOW,PL,POLAND,
EBOSPLPW135,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  LUBLIN, LUBELSKIE",LUBLIN,PL,POLAND,
EBOSPLPW157,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,PL,POLAND,
EBOSPLPW199,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  JELENIA GORA, DOLNOSLASKIE",JELENIA GORA,PL,POLAND,
EBOSPLPW210,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  OBORNIKI , WIELKOPOLSKIE, 64-600",OBORNIKI,PL,POLAND,
EBOSPLPW216,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  BIALYSTOK, PODLASKIE",BIALYSTOK,PL,POLAND,
EBOSPLPW223,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  OSTROW WIELKOPOLSKI, WIELKOPOLSKIE",OSTROW WIELKOPOLSKI,PL,POLAND,
EBOSPLPW229,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  OPOLE, OPOLSKIE",OPOLE,PL,POLAND,
EBOSPLPW232,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  KONIN, WIELKOPOLSKIE",KONIN,PL,POLAND,
EBOSPLPW245,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  LODZ, LODZKIE",LODZ,PL,POLAND,
EBOSPLPW252,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  TARNOW, MALOPOLSKIE",TARNOW,PL,POLAND,
EBOSPLPW258,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  LEGNICA, DOLNOSLASKIE",LEGNICA,PL,POLAND,
EBOSPLPW261,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  BIELSKO BIALA, SLASKIE",BIELSKO BIALA,PL,POLAND,
EBOSPLPW274,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  ELBLAG, WARMINSKO-MAZURSKIE",ELBLAG,PL,POLAND,
EBOSPLPW287,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,PL,POLAND,
EBOSPLPW290,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  PLOCK, MAZOWIECKIE",PLOCK,PL,POLAND,
EBOSPLPW304,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  TORUN, KUJAWSKO-POMORSKIE",TORUN,PL,POLAND,
EBOSPLPWCHA,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  CHELM, LUBELSKIE",CHELM,PL,POLAND,
EBOSPLPWKIA,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  KIELCE, SWIETOKRZYSKIE",KIELCE,PL,POLAND,
EBOSPLPWLOA,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  LOMZA, PODLASKIE, 18-400",LOMZA,PL,POLAND,
EBOSPLPWPIA,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  PILA, WIELKOPOLSKIE, 64-920",PILA,PL,POLAND,
EBOSPLPWSUA,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  SUWALKI, PODLASKIE",SUWALKI,PL,POLAND,
EBOSPLPWXXX,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"UL. ZELAZNA 32  WARSZAWA, MAZOWIECKIE, 00-832",WARSZAWA,PL,POLAND,1
EBOSPLPWZAA,EBOSPLPW,BANK OCHRONY SRODOWISKA S.A.,"  ZAMOSC, LUBELSKIE",ZAMOSC,PL,POLAND,
ECCVCLRMXXX,ECCVCLRM,"CCLV, CONTRAPARTE CENTRAL S.A.",,SANTIAGO,CL,CHILE,1
EFGBMCMCXXX,EFGBMCMC,EFG BANK (MONACO),"VILLA DES AIGLES 15 AVENUE D'OSTENDE MONACO, MONACO, 98000",MONACO,MC,MONACO,1
EKIRPLP1XXX,EKIRPLP1,KRAJOWA IZBA ROZLICZENIOWA S.A. (KIR S.A.),"PILECKIEGO ST. 65  WARSZAWA, MAZOWIECKIE, 02-781",WARSZAWA,PL,POLAND,1
ELTABGS1XXX,ELTABGS1,ELANA TRADING INC,"LACHEZAR STANCHEV STR 5 SOPHARMA BUSINESS TOWERS, TOWER:B, FLOOR 12 SOFIA, SOFIA, 1756",SOFIA,BG,BULGARIA,1
EMPOALTRXXX,EMPOALTR,AMERICAN BANK OF INVESTMENTS S.A.,"HYRJA 1 RRUGA E KAVAJES NDERTESA 27 TIRANA, TIRANA, 1001",TIRANA,AL,ALBANIA,1
ERMOMCM1XXX,ERMOMCM1,BNP PARIBAS WEALTH MANAGEMENT MONACO,"VILLA DES FLEURS 27 BOULEVARD PRINCESSE CHARLOTTE MONACO, MONACO, 98000",MONACO,MC,MONACO,1
ERSPPLP1XXX,ERSPPLP1,ERSTE SECURITIES POLSKA' SPOWKA AKCYJNA,"SASKI CRESCENT UL. KROLEWSKA 16 WARSZAWA, MAZOWIECKIE, 00-103",WARSZAWA,PL,POLAND,1
ESSEPLPWXXX,ESSEPLPW,"SKANDINAVISKA ENSKILDA BANKEN AB, SPOLKA AKCYJNA, ODDZIAL W POLSCE","UL. ZELAZNA 51/53  WARSZAWA, MAZOWIECKIE, 00-841",WARSZAWA,PL,POLAND,1
ESSIPLPXXXX,ESSIPLPX,"HAITONG BANK S.A., SPOLKA AKCYJNA ODDZIAL W POLSCE","LUMEN ZACHODNI ZLOTA STREET 59, FLOOR 5 WARSZAWA, MAZOWIECKIE, 00-120",WARSZAWA,PL,POLAND,1
EXAEMTM1XXX,EXAEMTM1,XNT LTD,"PORTOMASO BUSINESS TOWER VJAL PORTOMASO - ST. JULIAN'S, ST JULIAN'S, STJ 3155",ST. JULIAN'S,MT,MALTA,1
EXSRPLP1XXX,EXSRPLP1,EXPRESS BANK SPOLDZIELCZY W RZESZOWIE,"UL.KRAKOWSKA 12B/1A  RZESZOW, PODKARPACKIE, 35-111",RZESZOW,PL,POLAND,1
FALACLRMXXX,FALACLRM,BANCO FALABELLA,"CALLE MONEDA 970, FLOOR 9 EDIFICIO EUROCENTRO - SANTIAGO, PROVINCIA DE SANTIAGO, 8320313",SANTIAGO,CL,CHILE,1
FBHLMTMTXXX,FBHLMTMT,CREDIT EUROPE BANK N.V. MALTA BRANCH,"143/2 TOWER ROAD  SLIEMA, SLIEMA, SLM 1604",SLIEMA,MT,MALTA,1
FEFAALTRXXX,FEFAALTR,PROCREDIT BANK SH. A. ALBANIA (FORMERLY FEFAD BANK),"H. 15 RRUGA DRITAN HOXHA, NJESIA BASHKIAKE 11 TIRANA, TIRANA, 1023",TIRANA,AL,ALBANIA,1
